user_id,session_id,step_idx,hour,day_of_week,current_poi,current_lat,current_lon,current_crowd,remaining_minutes,next_poi,dwell_minutes,walk_minutes
3,7,1,10,4,Water_Gardens,7.9582,80.7605,0.7995902506623943,178,Ticket_Counter,15,3
3,7,2,10,4,Ticket_Counter,7.9572,80.7604,0.8072467925521397,160,Water_Gardens,10,1
3,7,3,10,4,Water_Gardens,7.9582,80.7605,0.7325415783765703,149,Boulder_Gardens,12,1
3,7,4,10,4,Boulder_Gardens,7.959,80.761,0.8732722033884811,136,Mirror_Wall,6,1
3,7,5,10,4,Mirror_Wall,7.9601,80.7613,0.7737861524510432,129,Frescoes,13,3
3,7,6,11,4,Frescoes,7.961,80.7612,0.787639545660008,113,Mirror_Wall,9,1
3,7,7,11,4,Mirror_Wall,7.9601,80.7613,0.8141258686762969,103,Frescoes,5,1
3,7,8,11,4,Frescoes,7.961,80.7612,1.0,97,Exit,17,8
4,8,0,11,4,Entrance,7.9569,80.76,0.8252484002872272,172,Museum,11,1
4,8,1,11,4,Museum,7.9564,80.7596,0.6282168776209076,160,Water_Gardens,14,2
4,8,2,11,4,Water_Gardens,7.9582,80.7605,0.7298511377465929,144,Mirror_Wall,16,1
4,8,3,11,4,Mirror_Wall,7.9601,80.7613,0.9703397689622639,127,Lion_Paws,3,5
4,8,4,11,4,Lion_Paws,7.962,80.761,1.0,119,Summit,2,2
4,8,5,11,4,Summit,7.963,80.7607,0.9382958115524475,115,Exit,16,12
4,9,0,12,1,Entrance,7.9569,80.76,0.7699075143015921,214,Ticket_Counter,6,1
4,9,1,12,1,Ticket_Counter,7.9572,80.7604,0.7786890007992836,207,Water_Gardens,8,2
4,9,2,12,1,Water_Gardens,7.9582,80.7605,0.8810172654255863,197,Boulder_Gardens,15,1
4,9,3,12,1,Boulder_Gardens,7.959,80.761,0.8000067514473131,181,Water_Gardens,10,1
4,9,4,12,1,Water_Gardens,7.9582,80.7605,0.9674534647144476,170,Boulder_Gardens,20,1
4,9,5,13,1,Boulder_Gardens,7.959,80.761,0.7110070822413266,149,Water_Gardens,18,2
4,9,6,13,1,Water_Gardens,7.9582,80.7605,0.6604331210420646,129,Museum,21,1
4,9,7,13,1,Museum,7.9564,80.7596,0.7622780154040041,107,Exit,14,1
5,10,0,8,5,Entrance,7.9569,80.76,0.2122050009681975,209,Ticket_Counter,15,1
5,10,1,8,5,Ticket_Counter,7.9572,80.7604,0.21412099370979576,193,Water_Gardens,12,1
5,10,2,8,5,Water_Gardens,7.9582,80.7605,0.2262396386971288,180,Boulder_Gardens,30,2
5,10,3,9,5,Boulder_Gardens,7.959,80.761,0.5737179821501684,148,Mirror_Wall,15,1
5,10,4,9,5,Mirror_Wall,7.9601,80.7613,0.7040035675759166,132,Frescoes,12,2
5,10,5,9,5,Frescoes,7.961,80.7612,0.6351269343143661,118,Lion_Paws,20,2
5,10,6,9,5,Lion_Paws,7.962,80.761,0.5762743237172233,96,Summit,7,2
5,10,7,10,5,Summit,7.963,80.7607,0.7057357101508108,87,Exit,27,11
5,11,0,15,4,Entrance,7.9569,80.76,0.6600695190985008,184,Ticket_Counter,14,1
5,11,1,15,4,Ticket_Counter,7.9572,80.7604,0.5946437461681439,169,Boulder_Gardens,4,4
5,11,2,15,4,Boulder_Gardens,7.959,80.761,0.6510027048718157,161,Frescoes,11,3
5,11,3,15,4,Frescoes,7.961,80.7612,0.5026751880495097,147,Lion_Paws,11,1
5,11,4,15,4,Lion_Paws,7.962,80.761,0.6924249628885357,135,Summit,9,2
5,11,5,16,4,Summit,7.963,80.7607,0.20576268585860624,124,Exit,34,8
6,12,0,15,5,Entrance,7.9569,80.76,0.4734724480436846,136,Ticket_Counter,14,1
6,12,1,15,5,Ticket_Counter,7.9572,80.7604,0.5543245070782564,121,Water_Gardens,12,1
6,12,2,15,5,Water_Gardens,7.9582,80.7605,0.6187520714158956,108,Boulder_Gardens,19,1
6,12,3,15,5,Boulder_Gardens,7.959,80.761,0.5877981974038112,88,Frescoes,16,1
6,12,4,16,5,Frescoes,7.961,80.7612,0.1899992775744338,71,Lion_Paws,23,1
6,12,5,16,5,Lion_Paws,7.962,80.761,0.2161844953464955,47,Summit,12,3
6,13,0,10,0,Entrance,7.9569,80.76,0.9862122480276868,134,Ticket_Counter,4,2
6,13,1,10,0,Ticket_Counter,7.9572,80.7604,0.763384045523454,128,Water_Gardens,8,1
6,13,2,10,0,Water_Gardens,7.9582,80.7605,0.6998682228715088,119,Boulder_Gardens,11,2
6,13,3,10,0,Boulder_Gardens,7.959,80.761,0.8419350274250217,106,Mirror_Wall,13,1
6,13,4,10,0,Mirror_Wall,7.9601,80.7613,0.8043482868312306,92,Exit,7,8
7,14,0,15,0,Entrance,7.9569,80.76,0.6110593145646945,200,Museum,10,1
7,14,1,15,0,Museum,7.9564,80.7596,0.5436261389704093,189,Exit,14,1
7,15,0,7,6,Entrance,7.9569,80.76,0.24169338045856903,200,Ticket_Counter,8,1
7,15,1,7,6,Ticket_Counter,7.9572,80.7604,0.04055517031566755,191,Water_Gardens,7,1
7,15,2,7,6,Water_Gardens,7.9582,80.7605,0.14573884478758586,183,Museum,27,3
7,15,3,7,6,Museum,7.9564,80.7596,0.2871373997368634,153,Ticket_Counter,23,1
7,15,4,8,6,Ticket_Counter,7.9572,80.7604,0.3082868711655518,129,Boulder_Gardens,11,2
7,15,5,8,6,Boulder_Gardens,7.959,80.761,0.0815570789947987,116,Mirror_Wall,16,2
7,15,6,8,6,Mirror_Wall,7.9601,80.7613,0.3376615864932787,98,Boulder_Gardens,7,1
7,15,7,8,6,Boulder_Gardens,7.959,80.761,0.23797576707705617,90,Mirror_Wall,18,2
7,15,8,9,6,Mirror_Wall,7.9601,80.7613,0.5515999429753015,70,Lion_Paws,9,2
7,15,9,9,6,Lion_Paws,7.962,80.761,0.6342312352555933,59,Summit,6,2
7,15,10,9,6,Summit,7.963,80.7607,0.7056529324422534,51,Exit,23,12
8,16,0,12,3,Entrance,7.9569,80.76,0.8306701690545977,151,Ticket_Counter,5,3
8,16,1,12,3,Ticket_Counter,7.9572,80.7604,0.9661584423243003,143,Water_Gardens,7,2
8,16,2,12,3,Water_Gardens,7.9582,80.7605,0.7323471173786122,134,Boulder_Gardens,18,1
8,16,3,12,3,Boulder_Gardens,7.959,80.761,0.7333304955240476,115,Mirror_Wall,7,1
8,16,4,12,3,Mirror_Wall,7.9601,80.7613,0.7633059772048534,107,Frescoes,8,2
8,16,5,12,3,Frescoes,7.961,80.7612,0.7230327106926698,97,Lion_Paws,13,1
8,16,6,13,3,Lion_Paws,7.962,80.761,0.8148260519532307,83,Exit,8,11
8,17,0,8,3,Entrance,7.9569,80.76,0.2005071249889815,233,Ticket_Counter,19,2
8,17,1,8,3,Ticket_Counter,7.9572,80.7604,0.20732161425385667,212,Water_Gardens,13,1
8,17,2,8,3,Water_Gardens,7.9582,80.7605,0.13764140826196644,198,Mirror_Wall,26,4
8,17,3,9,3,Mirror_Wall,7.9601,80.7613,0.6868229603556728,168,Frescoes,12,1
8,17,4,9,3,Frescoes,7.961,80.7612,0.575306155556287,155,Lion_Paws,17,1
8,17,5,9,3,Lion_Paws,7.962,80.761,0.44073504039008016,137,Summit,2,2
8,17,6,9,3,Summit,7.963,80.7607,0.5424415813372168,133,Exit,21,10
9,18,0,15,3,Entrance,7.9569,80.76,0.5552342171160408,129,Ticket_Counter,9,1
9,18,1,15,3,Ticket_Counter,7.9572,80.7604,0.607958197841259,119,Water_Gardens,8,2
9,18,2,15,3,Water_Gardens,7.9582,80.7605,0.6534660814486397,109,Mirror_Wall,15,5
9,18,3,15,3,Mirror_Wall,7.9601,80.7613,0.522388038427887,89,Lion_Paws,8,2
9,18,4,15,3,Lion_Paws,7.962,80.761,0.7123057113653245,79,Summit,5,1
9,18,5,15,3,Summit,7.963,80.7607,0.6206583058658156,73,Exit,32,10
9,19,0,9,6,Entrance,7.9569,80.76,0.636186716051451,213,Ticket_Counter,2,1
9,19,1,9,6,Ticket_Counter,7.9572,80.7604,0.691825012858685,210,Water_Gardens,2,1
9,19,2,9,6,Water_Gardens,7.9582,80.7605,0.5339016426908838,207,Boulder_Gardens,20,1
9,19,3,9,6,Boulder_Gardens,7.959,80.761,0.5872652102895951,186,Mirror_Wall,15,2
9,19,4,9,6,Mirror_Wall,7.9601,80.7613,0.6530132776308387,169,Frescoes,12,1
9,19,5,9,6,Frescoes,7.961,80.7612,0.7628058642184854,156,Exit,11,7
10,20,0,14,2,Entrance,7.9569,80.76,0.5288962149415265,134,Museum,7,1
10,20,1,14,2,Museum,7.9564,80.7596,0.5387571778056229,126,Ticket_Counter,19,1
10,20,2,14,2,Ticket_Counter,7.9572,80.7604,0.547766708426823,106,Water_Gardens,11,1
10,20,3,14,2,Water_Gardens,7.9582,80.7605,0.5945615795212476,94,Boulder_Gardens,19,1
10,20,4,15,2,Boulder_Gardens,7.959,80.761,0.4836142011793768,74,Mirror_Wall,21,1
10,20,5,15,2,Mirror_Wall,7.9601,80.7613,0.6290763470271258,52,Lion_Paws,2,2
10,20,6,15,2,Lion_Paws,7.962,80.761,0.5142293582858513,48,Summit,10,1
10,20,7,15,2,Summit,7.963,80.7607,0.5330029276731846,37,Exit,28,9
10,21,0,8,2,Entrance,7.9569,80.76,0.3457039080650487,161,Ticket_Counter,2,1
10,21,1,8,2,Ticket_Counter,7.9572,80.7604,0.15835292697156714,158,Water_Gardens,14,1
10,21,2,8,2,Water_Gardens,7.9582,80.7605,0.24123283223206488,143,Boulder_Gardens,20,1
10,21,3,8,2,Boulder_Gardens,7.959,80.761,0.14907077735182117,122,Mirror_Wall,21,2
10,21,4,9,2,Mirror_Wall,7.9601,80.7613,0.4651522146092153,99,Frescoes,14,1
10,21,5,9,2,Frescoes,7.961,80.7612,0.4861012451680752,84,Summit,16,1
10,21,6,9,2,Summit,7.963,80.7607,0.657105610918592,67,Exit,26,13
11,22,0,14,3,Entrance,7.9569,80.76,0.621513075814288,148,Ticket_Counter,4,1
11,22,1,14,3,Ticket_Counter,7.9572,80.7604,0.5670689342227032,143,Water_Gardens,14,1
11,22,2,14,3,Water_Gardens,7.9582,80.7605,0.7288749596009515,128,Boulder_Gardens,27,1
11,22,3,14,3,Boulder_Gardens,7.959,80.761,0.5751612819043245,100,Frescoes,14,1
11,22,4,15,3,Frescoes,7.961,80.7612,0.6463648913981181,85,Lion_Paws,15,2
11,22,5,15,3,Lion_Paws,7.962,80.761,0.7642147985556713,68,Summit,7,1
11,22,6,15,3,Summit,7.963,80.7607,0.6492205413574849,60,Exit,18,10
11,23,0,8,3,Entrance,7.9569,80.76,0.18606618129560337,120,Ticket_Counter,16,1
11,23,1,8,3,Ticket_Counter,7.9572,80.7604,0.2255520211032983,103,Water_Gardens,7,3
11,23,2,8,3,Water_Gardens,7.9582,80.7605,0.17409666365707197,93,Mirror_Wall,17,2
11,23,3,8,3,Mirror_Wall,7.9601,80.7613,0.17261272490688942,74,Frescoes,14,1
11,23,4,9,3,Frescoes,7.961,80.7612,0.638565346842042,59,Lion_Paws,11,2
11,23,5,9,3,Lion_Paws,7.962,80.761,0.6217895804219392,46,Summit,4,2
12,24,0,14,4,Entrance,7.9569,80.76,0.6500068160998522,190,Ticket_Counter,12,1
12,24,1,14,4,Ticket_Counter,7.9572,80.7604,0.5616717463270415,177,Water_Gardens,12,1
12,24,2,14,4,Water_Gardens,7.9582,80.7605,0.5660181017765527,164,Boulder_Gardens,20,2
12,24,3,14,4,Boulder_Gardens,7.959,80.761,0.41985781675047623,142,Water_Gardens,13,1
12,24,4,15,4,Water_Gardens,7.9582,80.7605,0.5229089244504956,128,Boulder_Gardens,16,2
12,24,5,15,4,Boulder_Gardens,7.959,80.761,0.5803951479047438,110,Mirror_Wall,11,3
12,24,6,15,4,Mirror_Wall,7.9601,80.7613,0.5219232947108076,96,Frescoes,8,1
12,24,7,15,4,Frescoes,7.961,80.7612,0.6517987752567579,87,Lion_Paws,12,1
12,24,8,15,4,Lion_Paws,7.962,80.761,0.5990332279369386,74,Summit,6,1
12,24,9,16,4,Summit,7.963,80.7607,0.25485992282197295,67,Exit,30,11
12,25,0,9,2,Entrance,7.9569,80.76,0.4175409723702461,173,Ticket_Counter,2,2
12,25,1,9,2,Ticket_Counter,7.9572,80.7604,0.6226069586335437,169,Entrance,11,1
12,25,2,9,2,Entrance,7.9569,80.76,0.6358250973378168,157,Ticket_Counter,7,1
12,25,3,9,2,Ticket_Counter,7.9572,80.7604,0.6222514981163701,149,Water_Gardens,9,2
12,25,4,9,2,Water_Gardens,7.9582,80.7605,0.4704102404486584,138,Boulder_Gardens,11,2
12,25,5,9,2,Boulder_Gardens,7.959,80.761,0.518350158438933,125,Water_Gardens,8,2
12,25,6,9,2,Water_Gardens,7.9582,80.7605,0.7438075617947452,115,Mirror_Wall,19,2
12,25,7,10,2,Mirror_Wall,7.9601,80.7613,0.8009161033336524,94,Frescoes,8,3
12,25,8,10,2,Frescoes,7.961,80.7612,0.9428134721657705,83,Summit,14,4
12,25,9,10,2,Summit,7.963,80.7607,0.8511701127598322,65,Exit,23,12
13,26,0,9,5,Entrance,7.9569,80.76,0.6272633126401684,196,Ticket_Counter,2,1
13,26,1,9,5,Ticket_Counter,7.9572,80.7604,0.49761272338879836,193,Water_Gardens,16,3
13,26,2,9,5,Water_Gardens,7.9582,80.7605,0.62041707334847,174,Boulder_Gardens,23,1
13,26,3,9,5,Boulder_Gardens,7.959,80.761,0.5125222903630413,150,Mirror_Wall,17,1
13,26,4,10,5,Mirror_Wall,7.9601,80.7613,0.7959042310546723,132,Exit,9,8
13,27,0,10,0,Entrance,7.9569,80.76,0.8199029847840866,129,Ticket_Counter,6,1
13,27,1,10,0,Ticket_Counter,7.9572,80.7604,0.7879158497914457,122,Water_Gardens,4,2
13,27,2,10,0,Water_Gardens,7.9582,80.7605,0.8313011727946589,116,Ticket_Counter,8,2
13,27,3,10,0,Ticket_Counter,7.9572,80.7604,0.8847378991117058,106,Water_Gardens,11,1
13,27,4,10,0,Water_Gardens,7.9582,80.7605,0.7133040938113552,94,Boulder_Gardens,18,3
13,27,5,10,0,Boulder_Gardens,7.959,80.761,0.8879983720273668,73,Exit,11,5
14,28,0,11,6,Entrance,7.9569,80.76,0.7537684713537876,231,Ticket_Counter,7,1
14,28,1,11,6,Ticket_Counter,7.9572,80.7604,0.8249162267442752,223,Boulder_Gardens,6,3
14,28,2,11,6,Boulder_Gardens,7.959,80.761,0.7088456799126741,214,Mirror_Wall,11,1
14,28,3,11,6,Mirror_Wall,7.9601,80.7613,0.6306676440823575,202,Lion_Paws,3,3
14,28,4,11,6,Lion_Paws,7.962,80.761,0.7905911315659904,196,Exit,11,10
14,29,0,15,3,Entrance,7.9569,80.76,0.5097775388086628,121,Water_Gardens,6,1
14,29,1,15,3,Water_Gardens,7.9582,80.7605,0.5738990395981568,114,Boulder_Gardens,24,1
14,29,2,15,3,Boulder_Gardens,7.959,80.761,0.7524048171251576,89,Frescoes,13,3
14,29,3,15,3,Frescoes,7.961,80.7612,0.6104846260836915,73,Lion_Paws,14,2
14,29,4,16,3,Lion_Paws,7.962,80.761,0.1434188376038829,57,Exit,13,9
15,30,0,8,2,Entrance,7.9569,80.76,0.2222860731609445,128,Ticket_Counter,9,1
15,30,1,8,2,Ticket_Counter,7.9572,80.7604,0.04504264538356678,118,Water_Gardens,14,1
15,30,2,8,2,Water_Gardens,7.9582,80.7605,0.19532710049130542,103,Boulder_Gardens,24,2
15,30,3,8,2,Boulder_Gardens,7.959,80.761,0.09262598669032746,77,Mirror_Wall,18,1
15,30,4,9,2,Mirror_Wall,7.9601,80.7613,0.6223091427717791,58,Lion_Paws,7,3
15,30,5,9,2,Lion_Paws,7.962,80.761,0.44864429973504716,48,Summit,2,1
15,30,6,9,2,Summit,7.963,80.7607,0.5917263909140293,45,Exit,26,12
15,31,0,12,6,Entrance,7.9569,80.76,0.7062422725679365,165,Ticket_Counter,2,2
15,31,1,12,6,Ticket_Counter,7.9572,80.7604,0.7654928449408392,161,Exit,2,1
16,32,0,11,3,Entrance,7.9569,80.76,0.8030864898384734,168,Exit,5,1
16,33,0,11,5,Entrance,7.9569,80.76,0.8383100430816369,140,Ticket_Counter,2,1
16,33,1,11,5,Ticket_Counter,7.9572,80.7604,0.7882046008065466,137,Exit,14,5
17,34,0,15,5,Entrance,7.9569,80.76,0.605593566479586,148,Ticket_Counter,3,1
17,34,1,15,5,Ticket_Counter,7.9572,80.7604,0.64444656709201,144,Water_Gardens,6,2
17,34,2,15,5,Water_Gardens,7.9582,80.7605,0.7149041405250632,136,Boulder_Gardens,19,1
17,34,3,15,5,Boulder_Gardens,7.959,80.761,0.5745674761097229,116,Frescoes,11,2
17,34,4,15,5,Frescoes,7.961,80.7612,0.5867073726440214,103,Lion_Paws,21,2
17,34,5,16,5,Lion_Paws,7.962,80.761,0.18141845360606118,80,Summit,9,2
17,34,6,16,5,Summit,7.963,80.7607,0.29322460284377416,69,Exit,38,12
17,35,0,15,1,Entrance,7.9569,80.76,0.5929698606067504,132,Ticket_Counter,11,1
17,35,1,15,1,Ticket_Counter,7.9572,80.7604,0.6709115167654361,120,Water_Gardens,10,1
17,35,2,15,1,Water_Gardens,7.9582,80.7605,0.5715441347543172,109,Museum,20,3
17,35,3,15,1,Museum,7.9564,80.7596,0.3081269739828173,86,Ticket_Counter,11,2
17,35,4,15,1,Ticket_Counter,7.9572,80.7604,0.5070056975888055,73,Water_Gardens,6,1
17,35,5,16,1,Water_Gardens,7.9582,80.7605,0.3794336249922388,66,Mirror_Wall,21,5
17,35,6,16,1,Mirror_Wall,7.9601,80.7613,0.2104821692954736,40,Frescoes,10,1
17,35,7,16,1,Frescoes,7.961,80.7612,0.09082066782387478,29,Lion_Paws,17,2
18,36,0,15,4,Entrance,7.9569,80.76,0.5166729893902983,138,Ticket_Counter,12,1
18,36,1,15,4,Ticket_Counter,7.9572,80.7604,0.6355050167506483,125,Water_Gardens,10,1
18,36,2,15,4,Water_Gardens,7.9582,80.7605,0.6588466473942699,114,Ticket_Counter,19,1
18,36,3,15,4,Ticket_Counter,7.9572,80.7604,0.6264832123996956,94,Water_Gardens,7,2
18,36,4,15,4,Water_Gardens,7.9582,80.7605,0.7183419608539384,85,Boulder_Gardens,24,1
18,36,5,16,4,Boulder_Gardens,7.959,80.761,0.22821761304210747,60,Mirror_Wall,21,1
18,36,6,16,4,Mirror_Wall,7.9601,80.7613,0.2659002505500946,38,Frescoes,13,1
18,36,7,16,4,Frescoes,7.961,80.7612,0.2507128302186994,24,Lion_Paws,16,2
18,37,0,9,0,Entrance,7.9569,80.76,0.5012149530470817,158,Water_Gardens,13,1
18,37,1,9,0,Water_Gardens,7.9582,80.7605,0.5163965032330958,144,Boulder_Gardens,15,1
18,37,2,9,0,Boulder_Gardens,7.959,80.761,0.5730534425887526,128,Mirror_Wall,17,2
18,37,3,9,0,Mirror_Wall,7.9601,80.7613,0.6327862765862954,109,Frescoes,13,1
18,37,4,10,0,Frescoes,7.961,80.7612,0.6255831948408421,95,Lion_Paws,13,2
18,37,5,10,0,Lion_Paws,7.962,80.761,0.8950107514176897,80,Summit,6,2
18,37,6,10,0,Summit,7.963,80.7607,0.7577665890140549,72,Exit,23,10
19,38,0,15,5,Entrance,7.9569,80.76,0.5236166546295342,141,Ticket_Counter,11,1
19,38,1,15,5,Ticket_Counter,7.9572,80.7604,0.5390141233577878,129,Museum,5,2
19,38,2,15,5,Museum,7.9564,80.7596,0.5235499866078881,122,Exit,17,1
19,39,0,9,5,Entrance,7.9569,80.76,0.7956104116047134,223,Ticket_Counter,2,1
19,39,1,9,5,Ticket_Counter,7.9572,80.7604,0.6328937534412771,220,Water_Gardens,9,1
19,39,2,9,5,Water_Gardens,7.9582,80.7605,0.7163240145165967,210,Mirror_Wall,15,2
19,39,3,9,5,Mirror_Wall,7.9601,80.7613,0.595179852287897,193,Frescoes,6,3
19,39,4,9,5,Frescoes,7.961,80.7612,0.5938115056143316,184,Lion_Paws,12,1
19,39,5,9,5,Lion_Paws,7.962,80.761,0.47257645922227776,171,Summit,4,3
19,39,6,9,5,Summit,7.963,80.7607,0.8247368688983603,164,Exit,19,11
20,40,0,8,4,Entrance,7.9569,80.76,0.20495331869439676,233,Ticket_Counter,9,1
20,40,1,8,4,Ticket_Counter,7.9572,80.7604,0.07650998379823348,223,Water_Gardens,14,1
20,40,2,8,4,Water_Gardens,7.9582,80.7605,0.2006804501378523,208,Boulder_Gardens,26,1
20,40,3,8,4,Boulder_Gardens,7.959,80.761,0.298103436451916,181,Mirror_Wall,24,2
20,40,4,9,4,Mirror_Wall,7.9601,80.7613,0.6993567997451049,155,Frescoes,15,2
20,40,5,9,4,Frescoes,7.961,80.7612,0.6415728458677202,138,Lion_Paws,8,1
20,40,6,9,4,Lion_Paws,7.962,80.761,0.5364320435899956,129,Summit,13,3
20,40,7,10,4,Summit,7.963,80.7607,0.7782660493050166,113,Exit,18,11
20,41,0,12,6,Entrance,7.9569,80.76,0.8906944383005362,215,Ticket_Counter,4,1
20,41,1,12,6,Ticket_Counter,7.9572,80.7604,0.8360253822435051,210,Water_Gardens,7,1
20,41,2,12,6,Water_Gardens,7.9582,80.7605,0.7852659402787823,202,Museum,15,3
20,41,3,12,6,Museum,7.9564,80.7596,0.7804883111858131,184,Exit,4,1
21,42,0,14,0,Entrance,7.9569,80.76,0.5868049779683024,175,Ticket_Counter,12,1
21,42,1,14,0,Ticket_Counter,7.9572,80.7604,0.5928962841829999,162,Water_Gardens,9,1
21,42,2,14,0,Water_Gardens,7.9582,80.7605,0.43987634044490564,152,Mirror_Wall,18,4
21,42,3,14,0,Mirror_Wall,7.9601,80.7613,0.637846975842198,130,Frescoes,9,2
21,42,4,14,0,Frescoes,7.961,80.7612,0.6147246265017252,119,Lion_Paws,17,1
21,42,5,15,0,Lion_Paws,7.962,80.761,0.6558253471200004,101,Exit,7,11
21,43,0,15,6,Entrance,7.9569,80.76,0.4865852663872344,131,Ticket_Counter,3,1
21,43,1,15,6,Ticket_Counter,7.9572,80.7604,0.4794139481781562,127,Water_Gardens,5,4
21,43,2,15,6,Water_Gardens,7.9582,80.7605,0.7441393558197718,118,Ticket_Counter,15,1
21,43,3,15,6,Ticket_Counter,7.9572,80.7604,0.44734956694197864,102,Water_Gardens,9,1
21,43,4,15,6,Water_Gardens,7.9582,80.7605,0.4719835320765218,92,Boulder_Gardens,17,1
21,43,5,15,6,Boulder_Gardens,7.959,80.761,0.6333977566993612,74,Mirror_Wall,9,1
21,43,6,16,6,Mirror_Wall,7.9601,80.7613,0.2506286331685845,64,Frescoes,13,1
21,43,7,16,6,Frescoes,7.961,80.7612,0.2292290993651014,50,Summit,19,5
22,44,0,7,2,Entrance,7.9569,80.76,0.35683876806264214,177,Ticket_Counter,3,2
22,44,1,7,2,Ticket_Counter,7.9572,80.7604,0.11533751593298903,172,Water_Gardens,6,2
22,44,2,7,2,Water_Gardens,7.9582,80.7605,0.1918082634711123,164,Boulder_Gardens,21,1
